IM(A),B(mT),V1(mV),V2(mV),V3(mV),V4(mV),VH(mV)
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
